proddate,dweight,ipcrtiva,impricha,ipeqopta,ipshabta,impsafea,impdiffa,ipfrulea,ipudrsta,ipmodsta,ipgdtima,impfreea,iphlppla,ipsucesa,ipstrgva,ipadvnta,ipbhprpa,iprspota,iplylfra,impenva,imptrada,impfuna
2024-06-20,0.9868016,3,3,2,1,2,5,2,1,2,5,3,1,2,2,5,2,3,1,2,3,4
2024-06-20,0.9384855,2,5,6,5,5,5,6,5,2,6,2,2,6,6,6,5,5,2,6,2,5
2024-06-20,1.0143288,3,5,2,3,2,3,3,2,2,2,3,2,5,2,3,3,3,2,1,4,2
2024-06-20,0.9492825,2,4,1,2,4,3,3,3,3,3,1,3,2,2,3,2,3,2,1,2,2
2024-06-20,1.0127593,3,5,2,5,5,2,4,2,3,3,2,3,5,4,4,4,4,2,2,5,2
2024-06-20,1.0744566,2,5,5,5,2,3,4,2,5,5,5,2,2,2,5,2,2,2,2,2,2
2024-06-20,1.0238738,4,6,1,4,2,4,2,2,2,3,2,1,2,3,5,2,3,1,1,1,1
2024-06-20,0.98657596,2,4,2,5,5,3,5,2,3,4,1,4,5,3,2,4,3,2,3,6,3
2024-06-20,0.93703866,2,2,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3
2024-06-20,0.9868016,4,4,1,2,2,4,3,2,2,3,2,1,2,3,5,1,3,1,2,2,3
2024-06-20,0.98636466,1,3,1,4,3,2,5,2,2,3,1,1,2,5,3,3,3,2,2,2,2
2024-06-20,0.9942842,1,4,3,5,6,2,2,2,2,6,1,1,4,2,3,4,3,2,3,3,5
2024-06-20,1.0134096,5,4,3,2,3,4,4,1,3,2,2,4,3,5,4,5,4,1,4,4,2
2024-06-20,1.0335038,3,2,2,3,3,3,3,3,4,2,2,3,3,2,3,3,2,1,2,2,3
2024-06-20,1.0007535,1,3,2,2,3,2,2,4,5,2,1,2,2,4,1,2,2,2,3,4,1
2024-06-20,0.9528661,2,6,2,3,5,2,5,3,5,3,2,2,3,3,3,1,3,2,2,3,3
2024-06-20,0.99124104,3,3,2,3,2,1,6,2,2,2,2,3,4,5,1,4,4,2,2,3,2
2024-06-20,1.0559736,1,3,3,1,2,2,5,2,2,3,1,1,3,2,3,3,2,1,4,3,2
2024-06-20,0.99878466,4,3,1,2,1,3,1,2,2,3,1,3,1,2,4,2,4,2,2,2,3
2024-06-20,0.99878466,5,6,1,6,3,3,6,2,3,4,2,1,6,4,5,3,5,1,2,3,2
2024-06-20,1.0238738,2,5,2,3,2,2,3,2,3,2,2,2,3,2,4,2,4,1,2,2,3
2024-06-20,1.0318297,2,4,3,2,4,2,2,2,2,3,2,2,2,3,3,3,4,1,2,3,2
2024-06-20,1.0318297,2,4,2,3,2,2,,2,2,2,1,3,2,1,2,5,2,2,1,2,1
2024-06-20,1.082278,1,5,1,2,2,2,3,2,2,2,1,2,3,2,2,1,4,1,1,3,1
2024-06-20,1.0238738,3,3,2,2,1,4,4,2,3,3,2,3,2,1,5,3,4,1,2,2,3
2024-06-20,1.0238738,1,5,2,5,1,5,,3,2,5,3,2,6,4,6,2,4,2,1,1,2
2024-06-20,0.9895682,3,5,2,4,2,5,4,3,3,4,2,3,5,3,5,4,4,2,3,3,3
2024-06-20,1.0134096,2,4,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,5,3
2024-06-20,1.0142426,1,4,1,4,4,1,5,2,2,2,1,1,5,3,3,2,4,1,1,2,3
2024-06-20,1.0559736,2,1,2,1,3,1,2,1,2,3,2,2,2,2,2,2,3,1,1,2,1
2024-06-20,1.0143288,6,3,6,3,2,3,3,2,4,2,1,3,2,2,4,4,2,2,1,3,2
2024-06-20,0.98636466,3,3,3,2,2,3,5,5,3,3,2,2,2,3,2,2,3,2,1,2,2
2024-06-20,0.92712563,3,4,2,2,4,2,4,1,6,6,1,3,2,4,4,5,5,2,2,3,1
2024-06-20,1.0559736,3,4,1,3,3,4,3,2,3,3,1,1,4,3,4,5,3,2,3,3,2
2024-06-20,1.0102389,3,4,1,2,2,2,2,1,3,2,3,2,3,3,5,4,3,1,1,2,1
2024-06-20,1.051896,2,4,2,3,4,2,4,2,3,3,2,2,3,4,3,4,5,2,3,4,2
2024-06-20,0.9461035,2,3,2,5,1,2,3,3,2,3,1,3,3,2,3,2,5,2,2,1,1
2024-06-20,0.9857699,1,3,1,2,2,3,4,2,4,4,1,3,3,3,5,4,,2,1,6,4
2024-06-20,0.9937498,1,4,2,2,3,2,3,2,3,2,2,3,4,3,2,4,4,2,2,2,2
2024-06-20,0.9937498,1,3,1,3,3,4,6,3,2,2,1,2,2,3,3,2,3,2,2,4,3
2024-06-20,0.9874631,2,6,1,5,3,2,4,2,1,2,2,2,5,3,5,3,4,2,1,6,2
2024-06-20,0.98657596,3,3,2,3,3,4,4,3,2,2,2,2,2,3,4,2,3,2,2,3,2
2024-06-20,0.9461035,3,6,2,3,2,2,4,2,1,2,1,2,3,2,3,1,4,1,2,4,2
2024-06-20,0.96936256,1,6,1,3,2,3,5,1,2,3,2,1,4,3,5,5,3,1,1,4,4
2024-06-20,0.9528661,3,5,2,2,2,2,2,3,2,2,2,2,3,2,5,2,5,2,2,5,2
2024-06-20,1.0134096,1,2,2,3,1,2,5,2,3,2,1,1,1,2,1,3,3,2,2,3,2
2024-06-20,0.9384855,2,5,1,3,5,1,4,1,3,2,3,1,4,4,3,4,5,3,2,4,1
2024-06-20,1.0196493,2,6,1,5,1,1,6,3,1,6,1,1,6,1,5,1,5,2,5,2,2
2024-06-20,0.9857699,6,5,2,5,2,5,3,4,3,3,2,2,3,1,4,3,2,3,3,4,4
2024-06-20,0.9857699,2,5,3,4,5,3,3,2,2,2,3,3,4,2,3,3,4,2,3,2,3
2024-06-20,0.9672266,4,6,3,4,4,3,4,2,3,4,3,1,5,3,4,4,5,2,3,3,4
2024-06-20,0.996883,3,5,2,2,3,3,2,3,4,5,3,3,3,2,5,2,3,2,2,3,3
2024-06-20,1.051896,2,5,2,4,3,2,2,2,3,3,2,2,4,2,2,4,4,1,2,4,2
2024-06-20,1.0422887,1,3,2,4,4,3,4,2,3,2,1,2,2,3,4,4,4,3,3,4,2
2024-06-20,0.98657596,2,6,2,3,4,2,3,2,3,2,5,2,5,2,3,3,4,2,2,4,3
2024-06-20,1.051896,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024-06-20,1.0007535,3,5,1,2,2,4,2,2,4,3,1,2,4,2,5,3,3,1,1,6,3
2024-06-20,1.051896,2,3,4,3,2,2,3,3,3,2,2,2,2,4,1,4,3,1,3,2,2
2024-06-20,1.0127593,2,4,1,4,4,4,6,1,2,2,1,1,2,4,4,2,4,2,3,4,2
2024-06-20,0.9492825,1,3,4,2,3,3,3,2,3,3,2,3,2,5,5,5,3,4,4,4,3
2024-06-20,1.051896,2,3,3,2,3,4,3,3,3,2,3,2,3,,1,3,,2,2,4,2
2024-06-20,1.0238738,1,6,2,5,4,2,2,2,2,3,1,2,5,3,3,3,5,2,1,3,2
2024-06-20,0.9874631,1,2,2,3,1,2,1,2,2,1,1,2,2,2,5,1,2,2,1,3,1
2024-06-20,0.9873727,3,5,2,2,3,2,3,3,3,4,3,4,3,4,4,4,2,2,3,3,3
2024-06-20,1.0559736,2,5,2,5,3,3,4,2,2,3,3,2,5,3,4,4,5,2,3,4,2
2024-06-20,1.0318297,3,6,1,6,1,5,2,2,4,6,2,1,4,1,5,2,5,4,2,1,2
2024-06-20,0.9868016,2,6,3,3,3,4,2,3,3,3,4,2,3,3,4,3,2,2,4,2,2
2024-06-20,0.99124104,1,4,2,2,3,2,2,2,2,3,2,2,4,2,3,2,3,2,1,2,2
2024-06-20,0.926864,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2024-06-20,0.9857699,3,6,3,4,3,2,4,2,2,4,4,2,5,3,6,5,5,2,2,2,2
2024-06-20,1.082278,2,3,1,3,1,2,1,3,3,2,3,2,3,2,4,2,3,1,1,2,2
2024-06-20,0.9672266,1,3,2,3,2,1,3,3,4,2,2,3,3,3,4,2,3,2,1,4,3
2024-06-20,0.9528661,2,4,1,3,5,4,6,1,3,1,3,1,2,4,1,3,6,1,3,3,1
2024-06-20,1.0053298,1,4,2,4,2,2,2,2,2,3,3,2,4,2,4,2,3,2,3,3,2
2024-06-20,1.0238738,3,5,2,5,2,5,3,2,2,2,2,2,5,2,5,2,5,2,2,2,3
2024-06-20,0.99878466,1,5,1,1,2,2,2,2,3,4,2,2,4,3,5,3,3,2,2,3,5
2024-06-20,0.99878466,2,4,3,1,1,2,3,3,2,3,2,2,1,3,4,3,2,2,2,4,2
2024-06-20,0.9384855,3,5,2,2,2,2,5,2,3,2,2,1,2,2,2,2,2,2,2,2,2
2024-06-20,1.0134096,2,5,2,3,1,3,4,3,,2,2,4,3,2,5,3,3,3,2,3,2
2024-06-20,0.99584943,1,4,1,3,3,2,3,1,3,3,1,1,2,3,6,2,5,2,1,5,4
2024-06-20,1.0053298,3,3,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,4
2024-06-20,0.99124104,2,3,2,2,1,1,2,2,3,1,1,1,2,2,3,2,4,2,3,3,2
2024-06-20,1.051896,3,5,2,3,3,4,4,2,3,2,1,4,3,4,5,3,4,1,2,3,2
2024-06-20,0.99584943,3,5,2,4,2,3,3,2,2,3,2,2,4,3,4,4,3,2,3,4,4
2024-06-20,1.0053298,2,5,5,5,3,4,5,2,4,3,2,4,3,2,5,3,3,2,3,6,5
2024-06-20,0.93703866,3,3,2,2,3,3,3,2,3,4,2,2,2,2,4,2,2,2,2,3,3
2024-06-20,0.9672266,5,5,3,2,3,2,4,2,3,4,2,4,5,3,6,3,3,2,2,3,2
2024-06-20,1.051896,3,4,1,3,4,3,2,1,3,2,3,3,4,4,3,4,3,2,1,5,1
2024-06-20,0.9461035,3,5,2,3,2,5,5,5,4,5,3,2,5,3,5,3,5,3,2,2,3
2024-06-20,0.98636466,2,5,2,2,2,4,3,5,4,3,1,2,1,5,5,5,5,4,1,3,5
2024-06-20,0.9474674,2,6,1,2,2,2,3,2,2,3,3,1,4,1,6,2,3,1,1,1,2
2024-06-20,1.0318297,3,5,3,5,3,3,6,2,4,5,1,2,4,2,3,4,5,2,2,2,2
2024-06-20,0.9857699,1,3,1,3,3,1,4,1,2,3,1,2,2,2,2,2,2,2,1,5,1
2024-06-20,0.996883,1,5,1,6,1,1,2,2,2,3,1,1,6,3,1,2,3,1,1,6,2
2024-06-20,0.98657596,2,4,2,3,5,2,4,2,4,3,1,2,4,4,3,4,5,2,3,4,3
2024-06-20,1.0238738,3,6,1,4,2,2,4,2,4,4,1,2,5,3,6,3,2,2,1,4,2
2024-06-20,0.9748403,2,3,1,3,3,2,4,1,3,2,1,2,4,2,4,3,2,1,1,2,3
2024-06-20,0.9461035,2,5,2,4,1,3,5,2,5,4,1,3,4,2,5,2,3,2,2,2,4
2024-06-20,0.996883,3,5,2,3,4,3,4,3,3,3,2,3,2,3,4,3,4,2,3,3,2
2024-06-20,1.0053298,4,6,2,3,4,3,4,2,2,5,3,2,5,3,5,2,5,2,3,2,2
2024-06-20,1.0318297,2,4,2,3,4,3,2,2,4,2,1,2,3,3,4,3,4,2,2,2,2
2024-06-20,1.0238738,2,6,2,3,2,5,4,2,1,2,2,1,5,3,6,2,4,2,2,2,2
2024-06-20,0.9895682,1,6,1,5,2,4,3,2,3,2,1,1,2,2,4,2,2,2,1,3,2
2024-06-20,0.996883,5,5,2,4,2,5,1,3,2,4,1,1,2,1,4,1,2,1,2,2,3
2024-06-20,0.99584943,1,4,1,1,2,2,6,3,4,3,2,2,2,2,2,2,3,2,1,1,1
2024-06-20,1.0238738,3,4,2,4,3,4,4,3,2,5,2,1,5,4,6,5,3,2,2,2,5
2024-06-20,1.0053298,3,5,2,5,2,5,4,2,3,3,2,2,2,2,5,5,3,2,2,3,3
2024-06-20,1.0053298,3,4,3,2,2,2,2,2,2,2,2,2,3,2,3,3,4,2,2,2,2
2024-06-20,0.9895682,2,5,2,1,4,4,5,1,4,2,1,2,5,6,3,6,4,1,1,2,3
2024-06-20,1.0053298,2,5,2,5,5,1,5,1,2,5,1,2,4,2,4,5,3,1,2,2,1
2024-06-20,0.9528661,3,5,2,4,3,5,4,2,2,3,3,2,4,2,5,2,5,2,2,2,2
2024-06-20,1.082278,1,2,1,3,2,4,2,3,3,3,2,1,1,3,4,4,3,1,3,1,2
2024-06-20,0.99584943,3,4,2,3,3,3,3,2,3,3,2,2,3,2,3,4,4,2,2,2,2
2024-06-20,1.082278,2,2,2,2,2,2,,2,,,5,2,2,,,2,,,2,2,
2024-06-20,1.0127593,3,4,3,5,4,4,2,3,3,4,3,2,4,4,5,2,4,3,2,2,3
2024-06-20,0.9895682,6,6,1,1,3,3,1,1,,6,1,1,4,1,6,1,3,4,1,1,1
2024-06-20,0.99584943,6,3,2,4,1,6,2,2,1,3,3,2,5,2,6,1,3,2,1,5,2
2024-06-20,1.082278,1,2,2,2,2,2,3,2,3,3,1,2,2,1,2,3,2,2,1,2,2
2024-06-20,0.9857699,1,4,6,2,3,1,5,2,6,3,1,4,2,5,3,4,4,2,2,5,2
2024-06-20,1.0744566,3,4,3,3,3,2,4,3,,,1,3,2,4,4,3,3,2,2,4,4
2024-06-20,1.0559736,2,3,2,4,3,1,6,3,3,2,2,2,3,3,2,5,3,1,3,4,1
2024-06-20,1.0318297,2,4,1,2,3,1,3,2,2,3,1,1,4,2,1,1,5,1,2,6,2
2024-06-20,0.9857699,1,5,2,4,2,1,4,1,2,3,1,2,5,4,3,3,4,2,2,3,1
2024-06-20,0.9528661,1,6,1,3,3,2,2,1,5,5,5,2,5,3,6,4,6,2,1,6,4
2024-06-20,0.9857699,1,5,1,3,2,1,4,1,5,2,2,1,5,2,3,3,3,1,1,3,2
2024-06-20,0.9474674,3,5,2,3,3,2,4,2,3,4,2,3,4,2,4,3,4,3,2,2,2
2024-06-20,1.0007535,3,4,3,5,4,2,6,3,2,2,2,2,5,3,4,5,6,3,3,2,2
2024-06-20,1.0238738,4,4,2,4,2,5,3,4,4,2,3,2,5,3,6,3,5,2,3,4,3
2024-06-20,1.0318297,3,6,2,5,3,4,5,2,5,4,1,2,5,5,5,5,4,2,2,3,2
2024-06-20,0.9857699,3,6,1,2,4,2,5,3,5,1,2,1,4,3,4,4,5,1,2,2,1
2024-06-20,0.926864,3,5,2,3,3,4,2,3,1,4,3,1,4,2,4,2,4,1,2,2,2
2024-06-20,1.0035002,3,3,2,2,2,3,3,2,2,3,2,2,4,4,4,3,3,2,2,4,4
2024-06-20,1.0007535,1,5,2,2,4,2,4,2,4,4,2,2,3,4,3,3,4,1,3,2,5
2024-06-20,1.0127593,3,5,2,5,3,3,5,3,5,2,2,1,5,4,5,3,3,3,2,4,2
2024-06-20,0.9857699,1,5,2,3,3,2,4,3,6,3,2,3,4,4,2,5,4,3,4,3,2
2024-06-20,0.9748403,2,6,2,2,3,3,3,2,3,2,1,2,3,2,4,3,2,1,3,4,1
2024-06-20,1.0142426,5,2,1,3,1,4,4,3,2,3,2,1,3,2,5,2,4,2,2,2,2
2024-06-20,0.99878466,2,4,3,2,3,2,2,3,4,2,2,3,2,2,4,2,3,2,2,3,2
2024-06-20,1.051896,2,2,1,3,4,2,2,3,2,1,3,1,4,2,3,2,4,1,4,3,2
2024-06-20,0.9942842,2,6,2,6,1,3,2,2,3,5,1,3,6,3,6,2,2,2,1,6,3
2024-06-20,0.9672266,2,3,1,4,2,3,2,2,2,2,2,2,4,2,4,2,3,1,3,2,3
2024-06-20,0.9528661,4,3,2,3,2,4,2,3,2,2,2,3,4,3,4,2,3,2,3,4,3
2024-06-20,0.99878466,2,5,2,3,2,3,3,2,3,3,2,2,3,3,4,2,4,3,3,3,2
2024-06-20,0.9895682,,,,,,,,,,,,,,,,,,,,,
2024-06-20,0.9474674,3,4,1,3,4,5,5,3,1,4,2,2,4,3,5,2,2,2,2,4,2
2024-06-20,1.0134096,3,5,2,3,2,4,3,1,2,4,2,1,4,3,6,2,4,1,2,5,3
2024-06-20,0.996883,4,5,2,2,4,3,2,2,1,2,1,2,2,2,4,2,2,2,2,2,3
2024-06-20,0.9528661,3,5,1,2,2,4,6,2,6,2,2,3,6,5,6,5,5,1,1,4,2
2024-06-20,1.082278,3,4,3,2,4,3,4,3,1,3,3,3,4,,3,4,4,1,4,,3
2024-06-20,1.051896,2,3,2,3,3,4,3,3,4,2,2,3,3,2,4,3,3,2,2,2,3
2024-06-20,0.9937498,3,5,2,3,5,1,4,3,5,3,2,1,3,4,2,5,6,1,4,3,2
2024-06-20,0.996883,2,4,1,4,2,3,2,1,1,2,2,1,5,2,5,2,3,4,2,2,2
2024-06-20,0.9873727,5,5,2,4,3,5,2,3,2,2,2,2,3,3,5,2,2,2,2,3,5
2024-06-20,0.9748403,1,3,1,5,2,2,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1
2024-06-20,1.082278,2,3,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,3,4,4
2024-06-20,0.9528661,3,4,1,1,1,3,2,2,3,1,1,1,2,1,4,5,2,2,3,6,3
2024-06-20,1.0196493,2,5,1,3,5,2,4,1,2,5,1,1,3,4,3,5,4,1,1,3,5
2024-06-20,1.0081737,2,4,3,2,2,4,3,1,3,2,3,5,4,2,4,3,5,3,1,2,4
2024-06-20,1.0142426,2,5,2,3,4,5,4,3,5,3,2,3,5,3,4,5,5,2,3,3,4
2024-06-20,1.0143288,2,6,1,5,4,4,2,3,2,4,4,3,5,5,4,1,5,3,3,3,3
2024-06-20,0.99878466,1,5,2,5,2,4,4,2,3,4,2,2,5,2,5,3,4,2,2,2,2
2024-06-20,0.996883,3,4,2,3,4,2,2,2,3,1,1,2,3,3,2,2,4,2,3,3,2
2024-06-20,1.0559736,3,5,2,3,5,3,4,3,3,4,2,3,3,4,3,3,3,1,2,2,3
2024-06-20,1.0238738,2,6,1,4,1,5,2,2,3,5,2,3,5,2,6,1,4,1,1,1,5
2024-06-20,1.0127593,5,5,1,3,2,3,4,2,3,4,1,1,3,3,4,3,3,1,1,2,2
2024-06-20,1.0007535,1,2,1,1,1,3,1,2,3,2,1,2,1,1,5,1,1,2,1,2,3
2024-06-20,1.0053298,5,5,2,2,2,5,2,2,2,5,2,3,5,2,5,2,4,2,5,2,2
2024-06-20,1.0726442,2,3,2,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2
2024-06-20,0.9873727,1,4,1,3,2,4,2,2,3,5,1,2,4,6,6,2,3,2,1,2,4
2024-06-20,0.9492825,2,4,2,2,3,3,4,3,3,2,3,2,3,2,3,3,4,2,3,2,2
2024-06-20,0.99584943,6,5,3,2,3,4,2,1,3,3,2,2,3,5,3,3,2,1,4,3,2
2024-06-20,0.9868016,2,4,3,2,3,4,4,1,3,3,1,1,2,2,5,3,3,2,2,5,2
2024-06-20,1.0419323,2,6,2,4,2,2,3,2,2,2,2,1,4,3,3,3,5,2,2,3,2
2024-06-20,0.9474674,2,3,2,3,2,4,2,2,3,2,3,2,4,4,4,2,5,1,2,4,1
2024-06-20,1.0053298,2,5,2,2,2,4,2,2,4,3,2,3,2,2,4,1,2,1,1,2,3
2024-06-20,0.9528661,2,5,2,3,3,3,3,2,3,4,3,2,4,3,3,4,5,3,3,4,3
2024-06-20,1.0726442,2,4,2,2,5,1,4,2,4,2,4,2,3,3,2,4,5,2,4,5,2
2024-06-20,1.0007535,1,6,1,2,5,2,6,2,5,3,1,1,3,5,1,6,2,1,1,4,1
2024-06-20,1.0196493,1,5,2,3,4,1,3,2,3,5,1,3,4,5,2,4,5,2,2,3,2
2024-06-20,0.996883,1,6,1,6,6,1,6,1,6,3,4,1,6,1,1,2,5,1,2,5,2
2024-06-20,0.99584943,1,6,1,3,3,4,6,2,2,3,2,1,5,2,3,2,5,2,1,3,1
2024-06-20,1.0259477,2,3,2,2,4,4,5,1,3,3,2,3,3,4,4,5,5,2,4,6,2
2024-06-20,1.0102389,2,5,1,6,5,3,3,3,2,5,1,1,5,3,5,2,5,1,1,1,2
2024-06-20,1.0053298,5,5,2,5,2,5,3,2,4,3,2,2,4,2,4,2,2,2,3,2,4
2024-06-20,1.0127593,2,3,2,2,3,2,3,2,2,2,2,2,4,3,4,2,2,2,2,2,3
2024-06-20,0.9895682,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2
2024-06-20,1.0007535,1,4,1,2,2,3,4,2,2,2,2,2,3,2,3,3,4,2,3,6,2
2024-06-20,0.9857699,2,3,2,2,2,3,3,4,3,1,2,2,2,3,5,1,2,2,3,4,3
2024-06-20,0.9895682,2,4,1,1,2,2,2,,,2,2,2,2,2,5,2,2,2,2,2,2
2024-06-20,1.0318297,3,4,2,2,2,3,3,2,2,2,2,2,3,3,4,2,2,2,2,2,1
2024-06-20,1.0419323,1,4,2,3,3,3,3,4,3,4,1,2,4,3,5,3,3,1,3,2,1
2024-06-20,1.0726442,1,3,2,3,2,4,4,3,2,4,1,3,2,2,6,3,4,3,4,3,3
2024-06-20,0.9672266,1,1,1,1,4,4,4,5,1,1,1,1,2,2,1,5,2,1,4,4,2
2024-06-20,1.0726442,3,3,1,3,4,2,6,1,3,2,1,2,2,2,3,4,5,2,2,5,2
2024-06-20,1.0259477,2,3,3,3,1,4,4,5,1,6,1,3,3,3,5,4,3,1,4,3,2
2024-06-20,0.99124104,1,3,2,4,5,2,6,1,6,2,1,3,5,5,1,3,5,2,2,3,4
2024-06-20,0.9857699,5,5,1,4,1,6,5,1,5,5,1,1,3,4,4,1,4,3,1,5,5
2024-06-20,1.0127593,2,5,2,4,2,3,4,3,4,2,2,3,5,3,5,3,3,2,3,5,2
2024-06-20,0.996883,4,6,2,5,2,4,2,2,1,4,1,3,4,3,6,2,4,2,2,2,3
2024-06-20,1.082278,1,4,2,1,1,2,6,2,4,2,1,2,4,2,2,2,3,1,2,5,2
2024-06-20,1.0127593,2,3,1,3,2,2,4,2,4,3,2,3,3,3,3,3,3,2,2,4,2
2024-06-20,1.0053298,2,5,2,5,2,2,,2,3,4,1,2,4,2,3,3,5,2,2,2,2
2024-06-20,0.9873727,1,5,1,2,5,2,5,5,5,2,1,2,2,3,5,5,5,2,1,5,
2024-06-20,1.0142426,1,4,1,3,2,2,3,2,2,3,3,2,3,1,3,3,3,1,1,1,2
2024-06-20,1.0102389,2,5,2,2,2,2,2,2,5,2,2,1,4,3,5,2,2,2,2,2,2
2024-06-20,1.0318297,3,5,2,2,2,3,3,2,3,2,2,2,4,3,5,3,4,2,3,2,1
2024-06-20,0.9492825,1,4,2,3,4,2,5,1,1,3,1,1,3,3,1,2,3,1,2,2,2
2024-06-20,1.0134096,3,6,1,3,2,1,1,1,1,3,2,2,2,2,2,2,4,2,2,4,1
2024-06-20,1.0259477,2,5,2,5,2,3,3,2,1,3,4,3,4,3,3,2,4,2,1,5,4
2024-06-20,0.9492825,4,4,2,2,2,4,4,3,4,3,2,1,6,3,4,5,3,2,4,2,3
2024-06-20,0.9672266,2,3,2,1,3,2,4,2,5,1,2,2,3,3,3,3,3,2,2,1,1
2024-06-20,1.0196493,3,6,2,4,3,3,5,2,4,3,3,2,4,4,5,4,5,2,2,3,3
2024-06-20,0.99878466,3,5,3,2,2,3,2,3,3,2,3,2,3,4,5,2,4,2,2,3,3
2024-06-20,0.9461035,2,4,1,2,2,3,3,2,3,3,2,3,2,3,4,3,3,3,3,3,3
2024-06-20,1.0419323,5,6,3,4,2,3,2,2,3,4,2,2,5,3,5,2,4,2,3,2,3
2024-06-20,1.051896,3,6,3,4,4,3,2,2,1,5,3,2,5,5,4,3,5,2,4,3,5
2024-06-20,1.0035002,1,3,2,2,4,1,3,1,5,3,1,1,2,3,1,5,3,1,1,6,1
2024-06-20,0.98636466,4,4,2,3,2,4,1,3,1,4,2,3,3,1,5,1,4,1,1,2,2
2024-06-20,0.93703866,3,5,2,3,2,3,2,2,2,3,2,2,4,2,3,2,3,2,3,5,2
2024-06-20,0.9942842,5,3,2,4,2,5,4,2,2,2,3,2,5,3,5,1,5,1,3,3,3
2024-06-20,1.0134096,1,3,1,2,2,4,3,3,2,3,4,3,2,2,4,2,4,2,4,6,2
2024-06-20,1.0035002,2,5,2,3,3,3,4,3,3,5,3,2,6,5,6,4,3,3,3,3,5
2024-06-20,1.0007535,3,4,3,3,4,2,3,2,4,3,2,2,4,3,3,3,3,2,3,2,2
2024-06-20,0.9942842,2,4,2,3,2,4,3,3,2,4,2,2,3,3,5,1,4,3,1,3,2
2024-06-20,0.9474674,2,5,2,2,2,3,3,2,1,2,2,1,2,2,4,3,3,1,3,3,2
2024-06-20,0.99124104,3,4,2,3,4,5,6,1,5,2,1,2,4,5,3,5,2,1,2,2,4
2024-06-20,0.99878466,1,6,1,3,1,2,5,1,2,3,1,1,4,6,4,3,5,2,1,4,1
2024-06-20,0.9748403,2,5,2,3,3,2,4,2,3,2,2,1,5,2,3,3,3,1,2,3,2
2024-06-20,0.9942842,3,5,2,2,3,2,4,3,2,3,2,3,3,5,3,4,5,3,3,3,2
2024-06-20,1.0053298,2,3,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3
2024-06-20,0.9857699,4,4,2,3,2,4,4,3,2,5,3,2,3,3,5,3,5,3,3,2,3
2024-06-20,1.0134096,1,6,1,4,4,3,3,2,1,2,1,3,6,6,3,4,6,1,1,6,1
2024-06-20,1.082278,2,3,2,3,2,2,4,3,3,2,3,2,3,,2,3,2,2,2,2,2
2024-06-20,0.996883,1,6,1,2,5,2,4,2,4,4,2,2,3,4,3,3,5,2,2,3,2
2024-06-20,1.082278,2,4,3,6,2,1,3,1,1,2,3,1,3,4,3,5,6,1,2,4,2
2024-06-20,0.99584943,3,4,2,2,2,2,4,2,2,3,2,2,3,2,3,2,2,2,2,2,2
2024-06-20,1.0127593,2,2,1,5,2,3,2,2,2,5,2,1,3,2,3,2,4,2,1,2,2
2024-06-20,0.99124104,1,6,2,5,4,2,4,2,2,4,1,2,3,4,2,4,4,2,2,2,3
2024-06-20,0.9461035,2,4,2,2,3,4,2,2,3,3,3,3,3,2,4,3,3,3,2,2,3
2024-06-20,0.9895682,2,3,1,1,1,4,5,2,3,2,1,1,2,3,5,2,2,1,2,2,3
2024-06-20,1.0081737,2,4,3,3,5,2,2,2,2,2,2,3,3,3,4,3,3,2,2,5,2
2024-06-20,0.98636466,2,4,2,2,3,2,4,2,4,2,2,3,2,2,3,3,4,2,2,2,1
2024-06-20,1.0053298,4,4,2,5,2,5,2,3,1,5,2,2,5,2,6,3,3,2,2,2,3
2024-06-20,1.0196493,3,5,2,4,1,1,4,3,3,3,1,2,4,3,3,4,5,3,1,1,3
2024-06-20,1.0127593,2,4,1,3,1,1,3,1,3,2,1,1,3,2,5,2,3,1,2,3,2
2024-06-20,1.0318297,2,4,2,4,4,4,3,2,2,2,2,3,5,3,5,4,4,2,2,4,3
2024-06-20,1.0318297,2,5,1,2,1,1,4,1,2,2,2,1,5,4,2,3,2,1,2,3,1
2024-06-20,1.0259477,2,2,1,1,3,1,2,1,4,2,1,2,2,1,1,3,3,1,2,3,2
2024-06-20,0.9748403,4,5,2,3,4,3,2,1,2,3,2,1,3,3,4,4,4,2,3,5,2
2024-06-20,0.996883,3,4,2,3,4,3,4,2,2,4,2,2,4,5,3,2,3,2,2,3,3
2024-06-20,1.051896,3,3,2,4,3,3,2,1,2,2,3,1,4,3,2,3,3,1,1,5,2
2024-06-20,1.0127593,4,3,3,2,2,4,5,3,4,1,2,2,3,3,2,2,3,2,2,3,1
2024-06-20,0.996883,3,5,2,4,1,1,4,2,2,3,2,1,2,2,5,2,4,2,2,2,2
